Paragraf	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2005	B 2006	F 2007	BO 1 2008	BO 2 2009	BO 3 2010
Beskæftigelsesministeriet	Arbejdsmarkedsservice	Fællesudgifter	Arbejdsmarkedsstyrelsen	Almindelig virksomhed	Reserveret bevilling (budget. forbrug heraf)	0.0	0.0	-3.6	-1.5	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Tilbagetrækning	Fleksydelse	Fleksydelsesbidrag	Ekstraordinære omkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Tilbagetrækning	Fleksydelse	Fleksydelsesbidrag	Øvrige overførselsindtægter	-124.1	-135.0	-160.0	-173.0	-185.0	-197.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Tilbagetrækning	Fleksydelse	Fleksydelse	Ekstraordinære omkostninger	-0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Tilbagetrækning	Fleksydelse	Fleksydelse	Tilskud til personer	174.5	244.0	413.0	530.0	646.0	763.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Tilbagetrækning	Delpension, L 226 1991	Delpension, L 226 1991	Overførselsudgifter til kommuner og regioner	59.4	39.4	25.0	25.0	25.0	25.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Dagpenge ved sygdom	Dagpenge ved sygdom	Sygedagpenge med 50% refusion	Overførselsudgifter til kommuner og regioner	3544.1	3461.8	3862.5	3850.0	3925.0	3880.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Dagpenge ved sygdom	Dagpenge ved sygdom	Sygedagpenge med 100% refusion	Overførselsudgifter til kommuner og regioner	2535.2	2605.3	2597.0	2590.0	2655.0	2615.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Kontanthjælp m.v.	Ledighedsydelse	Ledighedsydelse til pers. i visita.- og m.per	Overførselsudgifter til kommuner og regioner	561.2	734.7	659.0	441.0	431.9	466.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Kontanthjælp m.v.	Ledighedsydelse	Ledighedsydelse til pers. i forb. med ferie	Overførselsudgifter til kommuner og regioner	25.6	26.7	39.0	45.0	51.0	57.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Kontanthjælp m.v.	Tilbagebetalinger	Diverse indtægter	Øvrige overførselsindtægter	-174.1	-157.0	-78.0	-71.0	-65.0	-62.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Kontanthjælp m.v.	Kontanthjælp	Særlig støtte (aktive perioder)	Overførselsudgifter til kommuner og regioner	0.0	18.4	42.0	44.0	48.0	47.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Kontanthjælp m.v.	Kontanthjælp	Særlig støtte (passive perioder)	Overførselsudgifter til kommuner og regioner	77.3	54.4	30.0	28.0	26.0	27.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Kontanthjælp m.v.	Kontanthjælp	Forsørgelse af danske statsborgere i udlandet	Tilskud til personer	2.9	3.0	3.0	3.0	3.0	3.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Kontanthjælp m.v.	Kontanthjælp	Kontanthjælp	Overførselsudgifter til kommuner og regioner	5134.5	4265.0	3033.1	2870.0	2613.0	2675.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Overgangsydelse	Overgangsydelse	Overgangsydelse	Tilskud til personer	509.0	122.6	0.1	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Efterløn	Efterløn	Skattefri præmie	Tilskud til personer	1390.9	1300.0	1143.0	1214.0	1316.0	1359.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Efterløn	Efterløn	Efterløn	Tilskud til personer	22756.2	21097.0	20901.0	21336.0	21391.0	20959.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Arbejdsløshedsdagpenge	Arbejdsløshedskasser	Statsanerk. arb.løshedskasser, dagp.udgifter	Tilskud til personer	20405.2	19200.0	14901.5	15200.0	14900.0	14900.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Berigtigelser vedr. refusion af komm. udgift.	Berigtigelser	Overførselsudgifter til kommuner og regioner	-4.4	0.0	-10.7	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	ATP-bidrag for modtagere af fleksydelse	ATP-bidrag af fleksydelse	Overførselsudgifter til kommuner og regioner	0.0	0.0	2.4	3.0	3.6	4.3
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	ATP-bidrag for modtagere af delpension	ATP af delpension	Overførselsudgifter til kommuner og regioner	1.3	0.4	0.2	0.2	0.2	0.2
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	ATP-bidrag for modtagere af sygedagpenge	Bidrag fra arbejdsgivere	Øvrige overførselsindtægter	-303.2	-417.2	-168.5	-168.5	-171.7	-168.5
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	ATP-bidrag for modtagere af sygedagpenge	Statens refusion af ATP af sygedagpenge	Overførselsudgifter til kommuner og regioner	278.4	294.7	186.5	186.5	190.1	186.5
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	ATP-bidrag	ATP-bidrag af kontanthjælp og rev.ydelse	Overførselsudgifter til kommuner og regioner	186.4	187.0	185.0	184.0	184.0	188.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	ATP-bidrag for modtagere af aktiveringsydelse	ATP-indbetaling	Tilskud til personer	69.5	83.9	66.8	81.7	83.9	83.9
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	ATP-bidrag	ATP-indbetaling	Tilskud til personer	99.9	101.5	100.0	104.9	104.0	102.3
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	ATP-bidrag for modtagere af dagpenge	Efterregulering	Skatter og afgifter	-136.3	8.3	69.4	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	ATP-bidrag for modtagere af dagpenge	Indbetaling fra arbejdsgivere	Skatter og afgifter	-217.1	-236.3	-191.3	-195.2	-191.3	-191.3
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	ATP-bidrag for modtagere af dagpenge	Bidrag fra a-kasser	Skatter og afgifter	-235.5	-236.3	-191.3	-195.2	-191.3	-191.3
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	ATP-bidrag for modtagere af dagpenge	ATP-indbetaling	Tilskud til personer	470.3	472.6	354.0	361.0	354.0	354.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Administrationsbidrag	Adm.bidrag t. ef.løn/overg.yd. vedr. Færøerne	Tilskud til anden virks. og invest.tilskud	0.0	0.1	0.1	0.1	0.1	0.1
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Gebyrer	Gebyrer i.f.m. inddriv. af dagp. og godtgør.	Kontrolafgifter og gebyrer	-0.0	-0.1	-0.1	-0.1	-0.1	-0.1
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Gebyrer	Gebyrer i.f.m. inddriv. af dagp. og godtgør.	Andre ordinære driftsomkostninger	0.0	0.1	0.1	0.1	0.1	0.1
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Gebyrer	Gebyrer i.f.m. inddriv. af dagp. og godtgør.	Ekstraordinære indtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Befordringsrabat	Udgifter til befordringsrabat	Tilskud til anden virks. og invest.tilskud	17.0	1.9	13.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Arbejdsdirektoratet	Almindelig virksomhed	Husleje, leje arealer,leasing	9.8	9.0	8.0	8.0	8.0	8.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Arbejdsdirektoratet	Almindelig virksomhed	Lønninger / personaleomkostninger	82.0	81.9	85.2	83.7	81.1	79.5
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Arbejdsdirektoratet	Almindelig virksomhed	Af- og nedskrivninger	0.0	4.0	8.6	7.0	4.4	4.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Arbejdsdirektoratet	Almindelig virksomhed	Andre ordinære driftsomkostninger	22.2	18.9	23.7	24.1	23.0	22.3
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Arbejdsdirektoratet	Almindelig virksomhed	Finansielle indtægter	0.0	0.0	-0.1	-0.1	-0.1	-0.1
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Arbejdsdirektoratet	Almindelig virksomhed	Finansielle omkostninger	0.0	0.0	0.4	0.4	0.4	0.4
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Arbejdsdirektoratet	Almindelig virksomhed	Ekstraordinære omkostninger	0.9	0.2	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Arbejdsdirektoratet	Almindelig virksomhed	Tilskud til personer	0.1	0.2	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Arbejdsdirektoratet	Almindelig virksomhed	Anlægsaktiver (anskaffelser)	3.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Arbejdsdirektoratet	Almindelig virksomhed	Afhændelse af anlægsakt. udenfor omk.reform	-0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Arbejdsdirektoratet	Almindelig virksomhed	Fri egenkapital (budget. af Årets resultat)	0.0	0.0	-2.1	-1.6	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmarkedsrelateret forsørgelse	Fællesudgifter	Arbejdsdirektoratet	Almindelig virksomhed	Reserveret bevilling (budget. forbrug heraf)	0.0	0.0	-3.3	-1.5	-0.3	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Socialforsikring i de sønderjydske landsdele	Krigsinvalideforsørgelse m.v.	Tilskud til personer	0.1	0.1	0.1	0.1	0.1	0.1
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Hædersgaver	Hædersgaver	Tilskud til personer	86.7	59.0	55.9	52.7	50.0	47.5
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Besættelsestidens ofre	Erstatninger m.v.	Tilskud til personer	459.9	424.0	415.0	390.1	366.7	344.7
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Tilskadekomne	Nedsættelse	Tilskud til erhverv	1.5	1.8	1.6	1.6	1.6	1.6
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Tilskadekomne	Erstatninger m.v. til tilskadekomne, A 273 01	Tilskud til personer	13.6	10.7	12.2	12.2	12.2	12.2
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Tilskadekomne	Gruppeforsikringspræmie, A 273 01	Skatter og afgifter	-3.8	-4.5	-4.0	-4.0	-4.0	-4.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Nævn	Det grønlandske nævn for arb.skadeforsikring	Overførselsudgifter til EU og øvrige udland	0.9	0.9	0.9	0.9	0.9	0.9
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Refusion af erstatninger	Refusion	Øvrige overførselsindtægter	-21.6	-13.2	-13.0	-14.8	-14.8	-14.8
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Refusion af erstatninger	Refusion	Øvrige overførselsindtægter	-7.1	-9.2	-11.2	-10.5	-10.5	-10.5
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Skadelidte værnepligtige m.fl.	Forsørgelse og erstatninger m.v.	Tilskud til personer	17.6	16.7	17.1	17.0	16.9	16.8
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Forskellige erstatninger m.v.	Erstatninger m.v.	Tilskud til personer	5.0	5.7	5.2	5.2	5.2	5.2
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Forskellige erstatninger m.v.	Erstatning	Tilskud til personer	12.7	13.2	14.8	14.8	14.8	14.8
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Forskellige erstatninger m.v.	Erstatning	Tilskud til personer	10.9	9.2	10.5	10.5	10.5	10.5
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Forskellige erstatninger m.v.	Krigsulykkesforsikringsrenter	Tilskud til personer	0.2	0.2	0.2	0.2	0.2	0.2
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Forskellige erstatninger m.v.	Refusion	Tilskud til erhverv	0.2	0.7	0.6	0.6	0.6	0.6
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Forskellige erstatninger m.v.	Erstatning	Tilskud til personer	2.3	3.8	2.5	2.5	2.5	2.5
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Forskellige erstatninger m.v.	Erstatning til LSD-behandlede	Tilskud til personer	0.5	0.6	0.6	0.6	0.6	0.6
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Erstatning	Erstatn. m.v. t. stat. tj.mænd og arbejdere	Tilskud til personer	58.8	41.4	38.7	35.2	32.0	29.1
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Myndighedsopgaver	Lønninger / personaleomkostninger	2.5	2.8	2.6	2.6	2.6	2.6
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Myndighedsopgaver	Andre ordinære driftsomkostninger	1.2	1.0	1.2	1.2	1.2	1.2
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Salg af varer	-181.0	-175.2	-209.6	-205.5	-201.3	-197.3
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Husleje, leje arealer,leasing	16.2	13.8	13.8	13.8	13.8	13.8
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Lønninger / personaleomkostninger	124.8	118.3	133.8	133.7	130.9	128.4
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Af- og nedskrivninger	0.0	3.2	5.2	6.2	6.1	5.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Andre ordinære driftsomkostninger	39.7	16.9	164.4	29.1	28.2	28.2
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Finansielle omkostninger	0.0	0.0	2.5	0.5	0.5	0.5
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Ekstraordinære indtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Ekstraordinære omkostninger	0.8	0.5	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Interne statslige overførselsindtægter	-0.2	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Overførselsudgifter til EU og øvrige udland	0.1	0.1	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Interne statslige overførselsudgifter	13.6	18.6	21.6	18.4	18.0	17.6
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Tilskud til personer	0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsskader og erstatninger	Arbejdsskadestyrelsen	Arbejdsskadesager og P-sager	Anlægsaktiver (anskaffelser)	0.9	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Tilskud til Branchearbejdsmiljøråd	Tilskud til aktiviteter m.v.	Andre ordinære driftsomkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Tilskud til Branchearbejdsmiljøråd	Tilskud til aktiviteter m.v.	Tilskud til anden virks. og invest.tilskud	56.0	64.3	72.1	72.1	72.1	72.1
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Tilskud til Branchearbejdsmiljøråd	Tilskud til administration m.v.	Tilskud til anden virks. og invest.tilskud	6.5	6.6	6.6	6.6	6.6	6.6
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Indtægtsdækket virksomhed	Salg af varer	-3.0	-2.0	-2.0	-2.0	-2.0	-2.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Indtægtsdækket virksomhed	Husleje, leje arealer,leasing	0.2	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Indtægtsdækket virksomhed	Lønninger / personaleomkostninger	1.7	1.0	1.0	1.0	1.0	1.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Indtægtsdækket virksomhed	Andre ordinære driftsomkostninger	1.8	1.0	1.0	1.0	1.0	1.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Indtægtsdækket virksomhed	Finansielle omkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Indtægtsdækket virksomhed	Ekstraordinære indtægter	-0.6	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Indtægtsdækket virksomhed	Ekstraordinære omkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Videncenter	Salg af varer	-5.4	-6.0	-6.0	-6.0	-6.0	-6.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Videncenter	Husleje, leje arealer,leasing	2.0	0.0	2.2	2.2	2.2	2.2
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Videncenter	Lønninger / personaleomkostninger	5.4	8.4	9.6	9.5	9.5	9.5
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Videncenter	Af- og nedskrivninger	0.0	0.0	0.9	1.2	1.5	1.7
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Videncenter	Andre ordinære driftsomkostninger	4.3	7.9	5.5	5.2	5.5	5.5
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Videncenter	Finansielle omkostninger	0.0	0.0	0.2	0.2	0.2	0.2
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Videncenter	Ekstraordinære indtægter	-0.5	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Videncenter	Anlægsaktiver (anskaffelser)	3.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Videncenter	Videncenter	Afhændelse af anlægsakt. udenfor omk.reform	-0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Udvikling og forsøg, AMR	Forsknings- og forsøgsaktiviteter	Tilskud til anden virks. og invest.tilskud	0.0	10.0	0.0	10.0	10.0	10.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Udvikling og forsøg, AMR	Arbejdsmiljørådets udviklingsmidler	Tilskud til anden virks. og invest.tilskud	0.0	5.0	5.0	5.0	5.0	5.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Arbejdsmiljørådets udviklingsmidler	Husleje, leje arealer,leasing	0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Arbejdsmiljørådets udviklingsmidler	Andre ordinære driftsomkostninger	2.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Arbejdsmiljørådets udviklingsmidler	Ekstraordinære indtægter	-0.4	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Arbejdsmiljørådets udviklingsmidler	Tilskud til anden virks. og invest.tilskud	-0.4	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Sekretariat for Arbejdsmiljørådet	Salg af varer	-0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Sekretariat for Arbejdsmiljørådet	Husleje, leje arealer,leasing	2.2	0.4	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Sekretariat for Arbejdsmiljørådet	Lønninger / personaleomkostninger	2.6	3.2	3.8	3.8	3.8	3.8
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Sekretariat for Arbejdsmiljørådet	Andre ordinære driftsomkostninger	2.5	1.5	2.2	2.4	2.4	2.4
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Sekretariat for Arbejdsmiljørådet	Finansielle omkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Sekretariat for Arbejdsmiljørådet	Ekstraordinære indtægter	-7.8	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Sekretariat for Arbejdsmiljørådet	Ekstraordinære omkostninger	0.3	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Sekretariat for Arbejdsmiljørådet	Tilskud til anden virks. og invest.tilskud	-0.2	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Sekretariat for Arbejdsmiljørådet	Sekretariat for Arbejdsmiljørådet	Anlægsaktiver (anskaffelser)	0.0	0.0	0.0	0.0	0.0	0.0
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Partsindsatsen, jf. # 68 i arbejdsmiljøloven	Beskæft.min. bidrag, jf. #68, (arb.m.lov)	Interne statslige overførselsindtægter	-1.4	-1.4	-1.4	-1.4	-1.4	-1.4
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Partsindsatsen, jf. # 68 i arbejdsmiljøloven	2%-bidraget, jf. # 68, stk. 3 (arb.miljølov)	Skatter og afgifter	-48.9	-52.4	-63.5	-63.5	-63.5	-63.5
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Partsindsatsen, jf. # 68 i arbejdsmiljøloven	2%-bidraget, jf. # 68, stk. 3 (arb.miljølov)	Interne statslige overførselsindtægter	-2.4	-2.5	-2.5	-2.5	-2.5	-2.5
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Partsindsatsen, jf. # 68 i arbejdsmiljøloven	45 mio.kr. bidraget, jf. # 68, (arb.miljølov)	Skatter og afgifter	-43.3	-43.4	-43.2	-43.2	-43.2	-43.2
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmarkedets parters arbejdsmiljøindsats	Partsindsatsen, jf. # 68 i arbejdsmiljøloven	45 mio.kr. bidraget, jf. # 68, (arb.miljølov)	Interne statslige overførselsindtægter	-1.7	-1.6	-1.8	-1.8	-1.8	-1.8
Beskæftigelsesministeriet	Arbejdsmiljø	Arbejdsmiljø	Tunge løft, skærmarbejde og nedslidning	Muse- og skærmarbejde	Tilskud til anden virks. og invest.tilskud	-1.9	0.0	-2.5	0.0	0.0	0.0
