Paragraf;Hovedområde;Aktivitetsområde;Hovedkonto;Underkonto;Standardkonto;R 2014;B 2015;F 2016;BO 1 2017;BO 2 2018;BO 3 2019
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Træk på Danmarks Nationalbank;Træk på Danmarks Nationalbank;Forebyggelsesfondens konto;Likvide beholdninger;-367.2;0.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Træk på Danmarks Nationalbank;Træk på Danmarks Nationalbank;Danmarks Innovationsfonds konto;Likvide beholdninger;-2814.8;0.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Træk på Danmarks Nationalbank;Træk på Danmarks Nationalbank;Den Sociale Pensionsfonds konto;Likvide beholdninger;-1776.7;0.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Træk på Danmarks Nationalbank;Træk på Danmarks Nationalbank;Konto vedr. sikkerhedsstillelse ifm derivater;Likvide beholdninger;207.9;-1000.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Træk på Danmarks Nationalbank;Træk på Danmarks Nationalbank;Løbende konti (+ = nettotræk);Likvide beholdninger;55898.1;-43151.3;-58278.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Udenlandsk statsgæld;Udenlandsk statsgæld;Emissionskurstab;Emmissionskurstab, tilgang;5.3;10.0;10.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Udenlandsk statsgæld;Udenlandsk statsgæld;Ikke-realiserede valutakursreg. k. statsgæld;Finansielle indtægter;-7.9;0.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Udenlandsk statsgæld;Udenlandsk statsgæld;Kortfristet gæld;Statsgæld udland, tilgang;-33964.2;-35000.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Udenlandsk statsgæld;Udenlandsk statsgæld;Kortfristet gæld;Statsgæld udland, afgang;32816.8;35000.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Udenlandsk statsgæld;Udenlandsk statsgæld;Ikke-realiserede valutakursregulering lang sg;Finansielle indtægter;605.3;0.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Udenlandsk statsgæld;Udenlandsk statsgæld;Langfristet gæld;Statsgæld udland, tilgang;-8680.7;-8500.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Udenlandsk statsgæld;Udenlandsk statsgæld;Langfristet gæld;Statsgæld udland, afgang;26750.6;22557.2;22033.9;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Fonden for F & F, Opkøbskurstab/gevinst;Værdipapirer, tilgang;0.0;0.0;0.5;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;DK;Værdipapirer, tilgang;0.0;0.0;18.7;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;DSP Opkøbskurstab/gevinst;Værdipapirer, tilgang;0.0;0.0;-276.8;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Fonden for Forebyggelse og Fastholdelse;Værdipapirer, tilgang;143.8;821.3;15.9;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Fonden for Forebyggelse og Fastholdelse;Værdipapirer, afgang;-45.4;-1056.3;-60.5;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Danmarks Innovationsfond;Værdipapirer, tilgang;2843.8;4107.5;417.1;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Danmarks Innovationsfond;Værdipapirer, afgang;-75.7;-3946.2;-326.6;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Den Sociale Pensionsfond;Værdipapirer, tilgang;3577.9;12771.0;4511.3;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Den Sociale Pensionsfond;Værdipapirer, afgang;-11708.0;-22189.5;-14882.1;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Indeksobligationer, løbende indeksering;Finansielle omkostninger;169.4;423.5;391.1;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Indeksobligationer, indeksering;Statsgæld indland, tilgang;-555.1;-423.5;-391.1;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Emissionskurstab;Emmissionskurstab, tilgang;-6745.0;0.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Emissionskurstab;Statsgæld udland, afgang;0.0;-5805.8;-3963.9;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Køb og amortisation af obligation;Værdipapirer, tilgang;8877.3;0.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Køb og amortisation af obligation;Værdipapirer, afgang;-8877.3;0.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Valutaswaps;Statsgæld indland, tilgang;-2638.3;-1152.2;-1148.5;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Kortfristede statslån;Statsgæld indland, tilgang;-82600.0;-91250.0;-105000.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Kortfristede statslån;Statsgæld indland, afgang;85100.0;91250.0;105000.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Sikkerhedsstillelse vedr. derivater;Statsgæld indland, tilgang;-207.9;1000.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Indeksobligationer, nominel værdi;Statsgæld indland, tilgang;-11725.0;0.0;0.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Statsobligationer;Statsgæld indland, tilgang;-83800.0;-69194.1;-66303.0;0.0;0.0;0.0
Afdrag på statsgælden (netto);Statens nettolånoptagelse;Indenlandsk statsgæld;Indenlandsk statsgæld;Statsobligationer;Statsgæld indland, afgang;62176.5;82208.5;56341.8;0.0;0.0;0.0
Beholdningsbevægelser mv.;Valutakursreguleringer;Val.kursreg. på udl. statsgæld;Valutakursreg. på udenl. genudlån;Udenlandske genudlån;Finansielle indtægter;-37.2;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Valutakursreguleringer;Val.kursreg. på udl. statsgæld;Valutakursreg. på udenl. genudlån;Udenlandske genudlån;Finansielle omkostninger;52.8;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Valutakursreguleringer;Val.kursreg. på udl. statsgæld;Valutakursreg. på udenl. genudlån;Udenlandske genudlån;Statslige udlån, tilgang;0.0;82.1;236.3;0.0;0.0;0.0
Beholdningsbevægelser mv.;Valutakursreguleringer;Val.kursreg. på udl. statsgæld;Valutakursreg. på udenl. genudlån;Udenlandske genudlån;Statslige udlån, afgang;0.0;-9.6;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Valutakursreguleringer;Val.kursreg. på udl. statsgæld;Realiserede val.kursreg. på udl.. statsgæld;Realiserede valutakursreguleringer;Finansielle indtægter;-1205.0;-240.5;-1614.5;0.0;0.0;0.0
Beholdningsbevægelser mv.;Valutakursreguleringer;Val.kursreg. på udl. statsgæld;Realiserede val.kursreg. på udl.. statsgæld;Realiserede valutakursreguleringer;Finansielle omkostninger;1153.6;307.9;1831.3;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Fondenes beholdningsbevægelser;Fondenes beholdningsbevægelser;Fondenes beholdningsbevægelser;Adviseringer;-0.2;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Hensæt vedr. afgivne statsforskrivninger;Hensættelser vedr. afgivne tilsagn mv.;0.0;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Kortfristet gæld;Igangv. arb. for fremmedregn., forpligtelser;-116.9;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Kortfristet gæld;Feriepengeforpligtelse;71.7;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Kortfristet gæld;Gæld vedr. køb af varer og tjenester;108.0;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Kortfristet gæld;Periodeafgrænsningsposter, forpligtelser;-155.2;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Kortfristet gæld;Anden kortfristet gæld;-4085.8;-1000.0;-2000.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Langfristet gæld;Prioritetsgæld og anden langfr. gæld, tilgang;-798.7;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Langfristet gæld;Donationer;-507.7;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Hensæt. vedr afgivne tilsagn;Hensættelser vedr. afgivne tilsagn mv.;-263.0;920.5;1403.4;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Hensættelser;Hensættelser vedr. afgivne tilsagn mv.;-210.9;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Reserveret bevilling;Adviseringer;232.2;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Egenkapital;Adviseringer;5504.0;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Omsætningsaktiver;Varebeholdninger;-2605.8;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Omsætningsaktiver;Tilgodehavender;11569.9;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Omsætningsaktiver;Likvide beholdninger;643.6;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Anlægsaktiver;Immaterielle anlægsaktiver;-35.3;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Anlægsaktiver;Anlægsaktiver (anskaffelser);-3031.2;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Anlægsaktiver;Statslige udlån, afgang;272.6;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Beholdningsbevægelser;Statens beholdningsbevægelser;Statens almindelige beholdningsbevægelser;Anlægsaktiver;Værdipapirer, afgang;18.3;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Periodiserede renter;Periodiserede renter;Fonden for Forebyggelse og Fastholdelse;Tilgodehavender;0.5;-1.5;-0.2;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Periodiserede renter;Periodiserede renter;Danmarks Innovationsfond;Tilgodehavender;9.4;-6.2;-0.5;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Periodiserede renter;Periodiserede renter;Den Sociale Pensionsfond;Tilgodehavender;-220.5;-446.0;-246.8;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Periodiserede renter;Periodiserede renter;Udenlandske genudlån;Tilgodehavender;-5.4;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Periodiserede renter;Periodiserede renter;Udenlandske genudlån;Anden kortfristet gæld;0.0;-21.3;-10.2;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Periodiserede renter;Periodiserede renter;Indenlandske genudlån;Tilgodehavender;-4.8;-4.4;-4.4;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Periodiserede renter;Periodiserede renter;Udenlandsk statsgæld;Emmissionskurstab, afgang;0.0;0.0;-0.3;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Periodiserede renter;Periodiserede renter;Udenlandsk statsgæld;Anden kortfristet gæld;366.9;-145.9;179.6;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Periodiserede renter;Periodiserede renter;Indenlandsk statsgæld;Tilgodehavender;0.0;95.5;-182.1;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Periodiserede renter;Periodiserede renter;Indenlandsk statsgæld;Anden kortfristet gæld;-205.1;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Nedskrivning af emissionskurstab;Indeksopskrivning;Indeksopskrivning, indenlandsk genudlån;Finansielle indtægter;14.1;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Nedskrivning af emissionskurstab;Indeksopskrivning;Indeksopskrivning, indenlandsk genudlån;Statslige udlån, tilgang;0.0;28.7;34.3;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Nedskrivning af emissionskurstab;Indeksopskrivning;Indeksopskrivning, indenlandsk statsgæld;Finansielle omkostninger;-169.4;0.0;0.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Nedskrivning af emissionskurstab;Indeksopskrivning;Indeksopskrivning, indenlandsk statsgæld;Emmissionskurstab, afgang;0.0;-423.5;-391.1;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Nedskrivning af emissionskurstab;Fordelte emissionskurstab;Obligationer, Opkøbskurstab/gevinst;Værdipapirer, tilgang;0.0;0.0;-1139.9;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Nedskrivning af emissionskurstab;Fordelte emissionskurstab;Indenlandske genudlån;Emmissionskurstab, afgang;-971.7;-768.5;-856.6;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Nedskrivning af emissionskurstab;Fordelte emissionskurstab;Udenlandsk statsgæld;Emmissionskurstab, afgang;-21.4;-16.1;-5.0;0.0;0.0;0.0
Beholdningsbevægelser mv.;Nedskrivning af emissionskurstab;Nedskrivning af emissionskurstab;Fordelte emissionskurstab;Indenlandsk statsgæld;Emmissionskurstab, afgang;3001.9;3318.1;3650.0;0.0;0.0;0.0
Genudlån mv.;Ordningen om nettoinvesteringer;Ordningen om selvstændig likviditets nettoinv;Ordningen om selvstændig likviditets nettoinv;Huslejeordningens nettoinvesteringer;Statslige udlån, tilgang;2820.9;1397.0;2500.0;0.0;0.0;0.0
Genudlån mv.;Ordningen om nettoinvesteringer;Ordningen om selvstændig likviditets nettoinv;Ordningen om selvstændig likviditets nettoinv;Huslejeordningens nettoinvesteringer;Statslige udlån, afgang;-1618.6;-1305.2;-1700.0;0.0;0.0;0.0
Genudlån mv.;Ordningen om nettoinvesteringer;Ordningen om selvstændig likviditets nettoinv;Ordningen om selvstændig likviditets nettoinv;Institutionernes nettoinvesteringer;Statslige udlån, tilgang;3504.3;2900.0;3400.0;0.0;0.0;0.0
Genudlån mv.;Ordningen om nettoinvesteringer;Ordningen om selvstændig likviditets nettoinv;Ordningen om selvstændig likviditets nettoinv;Institutionernes nettoinvesteringer;Statslige udlån, afgang;-3321.2;-2800.0;-3200.0;0.0;0.0;0.0
Genudlån mv.;Inkonverterbare realkreditlån;Inkonverterbare realkreditlån;Adm. af inkonverterbare realkreditlån;Overtagen gæld;Finansielle indtægter;-1.3;-1.7;0.0;0.0;0.0;0.0
Genudlån mv.;Inkonverterbare realkreditlån;Inkonverterbare realkreditlån;Adm. af inkonverterbare realkreditlån;Overtagen gæld;Prioritetsgæld og anden langfr. gæld, tilgang;-8.8;-11.4;0.0;0.0;0.0;0.0
Genudlån mv.;Inkonverterbare realkreditlån;Inkonverterbare realkreditlån;Adm. af inkonverterbare realkreditlån;Overtagen gæld;Prioritetsgæld og anden langfr. gæld, afgang;42.5;36.5;35.0;0.0;0.0;0.0
Genudlån mv.;Inkonverterbare realkreditlån;Inkonverterbare realkreditlån;Adm. af inkonverterbare realkreditlån;Opkøb af obligationer;Finansielle indtægter;4.6;4.6;4.5;0.0;0.0;0.0
Genudlån mv.;Inkonverterbare realkreditlån;Inkonverterbare realkreditlån;Adm. af inkonverterbare realkreditlån;Opkøb af obligationer;Værdipapirer, tilgang;0.0;40.0;0.0;0.0;0.0;0.0
Genudlån mv.;Inkonverterbare realkreditlån;Inkonverterbare realkreditlån;Adm. af inkonverterbare realkreditlån;Opkøb af obligationer;Værdipapirer, afgang;-23.1;-30.0;-25.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån via Eksport Kredit Fonden;Genudlån via Eksport Kredit Fonden;Statslige udlån, tilgang;3310.0;5685.0;2000.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån via Eksport Kredit Fonden;Genudlån via Eksport Kredit Fonden;Statslige udlån, afgang;-1478.5;-2020.8;-1678.6;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån via Eksport Kredit Fonden;Genudlån via Eksport Kredit Fonden;Emmissionskurstab, tilgang;98.7;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Udenl. genudl. til Danmarks Skibskredit A/S;Ikke-realiserede valutakursreguleringer;Finansielle indtægter;-708.0;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Udenl. genudl. til Danmarks Skibskredit A/S;Genudlån Danmarks Skibskredit A/S;Statslige udlån, tilgang;708.0;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Udenl. genudl. til Danmarks Skibskredit A/S;Genudlån Danmarks Skibskredit A/S;Statslige udlån, afgang;-1148.5;-1152.2;-1148.5;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Indl. genudl. til Danmarks Skibskreditfond;Genudlån Skibskreditfonden (indenlandsk);Statslige udlån, afgang;-115.6;-115.6;-115.6;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån Energinet.dk;Genudlån, løbende indeksering;Finansielle indtægter;-12.5;-28.7;-34.3;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån Energinet.dk;Genudlån i indeksobligationer, indeksering;Statslige udlån, tilgang;47.7;28.7;34.3;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån Energinet.dk;Genudlån i indeksobligation, nominel værdi;Statslige udlån, tilgang;1000.0;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån Energinet.dk;Genudlån Energinet.dk;Statslige udlån, tilgang;2700.0;4000.0;4000.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån Energinet.dk;Genudlån Energinet.dk;Statslige udlån, afgang;0.0;-1115.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån Energinet.dk;Genudlån Energinet.dk;Emmissionskurstab, tilgang;144.2;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til A/S Øresundsforbindelsen;Genudlån til A/S Øresundsforbindelsen;Statslige udlån, tilgang;500.0;1600.0;2400.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til A/S Øresundsforbindelsen;Genudlån til A/S Øresundsforbindelsen;Statslige udlån, afgang;0.0;-1500.0;-2050.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til A/S Øresundsforbindelsen;Genudlån til A/S Øresundsforbindelsen;Emmissionskurstab, tilgang;166.6;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til A/S Storebælt;Genudlån til A/S Storebælt;Finansielle indtægter;-1.6;-13.5;-17.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til A/S Storebælt;Genudlån til A/S Storebælt;Statslige udlån, tilgang;56.8;13.5;17.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til A/S Storebælt;Genudlån til A/S Storebælt;Statslige udlån, tilgang;1490.0;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til A/S Storebælt;Genudlån til A/S Storebælt;Statslige udlån, tilgang;1000.0;3000.0;1600.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til A/S Storebælt;Genudlån til A/S Storebælt;Statslige udlån, afgang;-600.0;-2000.0;-1050.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til A/S Storebælt;Genudlån til A/S Storebælt;Emmissionskurstab, tilgang;84.3;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til udviklingsselskabet By og Havn;Genudlån til udviklingsselskabet By og Havn;Statslige udlån, tilgang;1400.0;4725.0;3700.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til udviklingsselskabet By og Havn;Genudlån til udviklingsselskabet By og Havn;Statslige udlån, afgang;-1400.0;-825.0;-3100.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til udviklingsselskabet By og Havn;Genudlån til udviklingsselskabet By og Havn;Emmissionskurstab, tilgang;324.9;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til Metroselskabet I/S;Genudlån til Metroselskabet I/S;Statslige udlån, tilgang;1850.0;5300.0;6800.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til Metroselskabet I/S;Genudlån til Metroselskabet I/S;Statslige udlån, afgang;0.0;-800.0;-2600.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til Metroselskabet I/S;Genudlån til Metroselskabet I/S;Emmissionskurstab, tilgang;178.3;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til A/S Femern Landanlæg;Genudlån til A/S Femern Landanlæg;Statslige udlån, tilgang;200.0;900.0;400.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til A/S Femern Landanlæg;Genudlån til A/S Femern Landanlæg;Statslige udlån, afgang;-100.0;-300.0;-200.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til A/S Femern Landanlæg;Genudlån til A/S Femern Landanlæg;Emmissionskurstab, tilgang;10.1;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til Femern Bælt A/S;Genudlån til Femern Bælt A/S;Statslige udlån, tilgang;1250.0;1400.0;2200.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til Femern Bælt A/S;Genudlån til Femern Bælt A/S;Statslige udlån, afgang;-800.0;-300.0;-1250.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til Femern Bælt A/S;Genudlån til Femern Bælt A/S;Emmissionskurstab, tilgang;63.2;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til Sund og Bælt Holding A/S;Genudlån til Sund og Bælt Holding A/S;Statslige udlån, tilgang;300.0;100.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til Sund og Bælt Holding A/S;Genudlån til Sund og Bælt Holding A/S;Statslige udlån, afgang;-350.0;-100.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til Sund og Bælt Holding A/S;Genudlån til Sund og Bælt Holding A/S;Emmissionskurstab, tilgang;57.3;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Statslån til Landsbyggefonden, UIBM;Statslån, Statens Administration;Statslige udlån, tilgang;4.4;811.2;482.5;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Genudlån til UIMB;Genudlån, Statens Administration;Statslige udlån, afgang;-46.3;0.0;0.0;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Mellemregning med MFM;Mellemregning m. FødevareErhverv refinan.ordn;Statslige udlån, tilgang;16.9;18.9;103.6;0.0;0.0;0.0
Genudlån mv.;Genudlån af statslån;Genudlån af statslån;Mellemregning med MFM;Mellemregning m. FødevareErhverv refinan.ordn;Statslige udlån, afgang;-35.2;-35.8;-35.2;0.0;0.0;0.0
