Paragraf;Hovedområde;Aktivitetsområde;Hovedkonto;Underkonto;Standardkonto;R 2014;B 2015;F 2016;BO 1 2017;BO 2 2018;BO 3 2019
Miljø- og Fødevareministeriet;Fødevarer, husdyrforhold og forskning;Fødevarer og husdyrforhold;Fødevarestyrelsen;Almindelig virksomhed;Reserveret bevilling (budget. forbrug heraf);-2.0;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Erhvervsfremme inden for fiskerisektoren;Tilskud EU-medfinansiering til fiskerisektor;Støtte til kontrolforanstaltninger;Overførselsindtægter fra EU;-16.8;-5.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Erhvervsfremme inden for fiskerisektoren;Tilskud EU-medfinansiering til fiskerisektor;Støtte til kontrolforanstaltninger;Tilskud til erhverv;16.8;5.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Erhvervsfremme inden for fiskerisektoren;Tilskud EU-medfinansiering til fiskerisektor;Tilskud til lokale aktionsgrupper;Interne statslige overførselsindtægter;2.6;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Erhvervsfremme inden for fiskerisektoren;Tilskud EU-medfinansiering til fiskerisektor;Tilskud til lokale aktionsgrupper;Interne statslige overførselsudgifter;-2.0;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Erhvervsfremme inden for fiskerisektoren;Tilskud EU-medfinansiering til fiskerisektor;Vandløbsrestaurering mv.;Overførselsindtægter fra EU;-29.1;-30.0;-35.0;-35.0;-35.0;-35.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Erhvervsfremme inden for fiskerisektoren;Tilskud EU-medfinansiering til fiskerisektor;Vandløbsrestaurering mv.;Interne statslige overførselsindtægter;-58.2;-60.0;-70.0;-70.0;-70.0;-70.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Erhvervsfremme inden for fiskerisektoren;Tilskud EU-medfinansiering til fiskerisektor;Vandløbsrestaurering mv.;Interne statslige overførselsudgifter;29.1;30.0;35.0;35.0;35.0;35.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Erhvervsfremme inden for fiskerisektoren;Tilskud EU-medfinansiering til fiskerisektor;Vandløbsrestaurering mv.;Tilskud til erhverv;58.2;60.0;70.0;70.0;70.0;70.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Erhvervsfremme inden for fiskerisektoren;Tilskud EU-medfinansiering til fiskerisektor;Fiskeri og akvakultur;Overførselsindtægter fra EU;-174.1;-202.9;-203.8;-148.0;-119.5;-119.5
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Erhvervsfremme inden for fiskerisektoren;Tilskud EU-medfinansiering til fiskerisektor;Fiskeri og akvakultur;Interne statslige overførselsudgifter;7.5;0.0;3.3;3.3;3.3;3.3
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Erhvervsfremme inden for fiskerisektoren;Tilskud EU-medfinansiering til fiskerisektor;Fiskeri og akvakultur;Tilskud til erhverv;190.0;269.7;267.3;202.5;174.0;174.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Erhvervsfremme inden for fiskerisektoren;Nationale tilskud inden for fiskerisektoren;Indl. a. statsg. vedr. lån t. yng. fisk., SAM;Statslige udlån, tilgang;0.0;0.1;0.1;0.1;0.1;0.1
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Afdrag på lån;Lån vedrørende fiskerimæssige forhold;Ekstraordinære indtægter;-0.0;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Afdrag på lån;Lån vedrørende fiskerimæssige forhold;Tilskud til erhverv;1.2;4.0;4.0;3.0;3.0;3.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Afdrag på lån;Lån vedrørende fiskerimæssige forhold;Statslige udlån, afgang;-84.7;-76.8;-68.6;-64.3;-59.2;-54.5
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Afdrag på lån;Lån vedrørende jordbrugsmæssige forhold;Tilskud til erhverv;-0.0;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Afdrag på lån;Lån vedrørende jordbrugsmæssige forhold;Statslige udlån, afgang;-5.1;-1.7;-1.5;-1.4;-1.4;-1.3
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Promilleafgiftsfonde;Fonden for frugtavl mv.;Tilskud til erhverv;7.2;7.2;7.2;7.2;7.2;7.2
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Promilleafgiftsfonde;Kartoffelafgiftsfonden;Tilskud til erhverv;5.0;5.0;5.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Promilleafgiftsfonde;Reserve til jordbrugsforanstaltninger;Tilskud til erhverv;0.0;19.7;6.3;14.3;8.4;4.8
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Promilleafgiftsfonde;Reserve til jordbrugsforanstaltninger;Tilskud til anden virks. og invest.tilskud;0.2;0.2;0.2;0.2;0.2;0.2
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Promilleafgiftsfonde;Fonden for økologisk landbrug;Interne statslige overførselsindtægter;0.0;0.0;-25.9;-25.9;-25.9;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Promilleafgiftsfonde;Fonden for økologisk landbrug;Tilskud til erhverv;36.0;15.0;38.9;35.9;35.9;10.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Promilleafgiftsfonde;Promilleafgiftsfonden for landbrug;Tilskud til erhverv;232.8;232.8;232.8;232.8;232.8;232.8
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Refinansieringsordningen for landbruget;Mellemregning med Finansministeriet, SAM;Finansielle omkostninger;-5.8;-6.7;-6.7;-5.1;2.7;7.4
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Refinansieringsordningen for landbruget;Mellemregning med Finansministeriet, SAM;Prioritetsgæld og anden langfr. gæld, tilgang;-16.9;-18.9;-18.9;-103.6;-222.2;-0.7
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Refinansieringsordningen for landbruget;Mellemregning med Finansministeriet, SAM;Prioritetsgæld og anden langfr. gæld, afgang;35.2;35.8;35.8;35.2;34.2;34.2
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Refinansieringsordningen for landbruget;Kursgvinst ved salg, overd. af obl, SAM;Finansielle indtægter;-0.1;-0.1;-0.1;-0.1;-0.1;-0.1
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Refinansieringsordningen for landbruget;Salg af overtagne obl. fra landmænd, SAM;Værdipapirer, afgang;-1.5;-1.7;-1.7;-1.2;-0.6;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Refinansieringsordningen for landbruget;Opskrivn. af indeksreg. overtagen gæld, SAM;Finansielle omkostninger;2.4;6.0;6.0;4.7;2.3;0.1
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Refinansieringsordningen for landbruget;Kursgevinst vedr. udt. obligationer, SAM;Finansielle indtægter;-0.1;-0.1;-0.1;-0.1;-0.1;-0.1
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Refinansieringsordningen for landbruget;Term.rent. afd. o. udt. vedr. overt. obl. m.v;Finansielle indtægter;-1.6;-1.4;-1.4;-1.1;-0.9;-0.6
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Refinansieringsordningen for landbruget;Term.rent. afd. o. udt. vedr. overt. obl. m.v;Finansielle omkostninger;9.7;9.3;9.3;10.0;7.4;0.1
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Refinansieringsordningen for landbruget;Term.rent. afd. o. udt. vedr. overt. obl. m.v;Værdipapirer, afgang;-3.3;-3.8;-3.8;-3.8;-4.0;-4.3
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Refinansieringsordningen for landbruget;Term.rent. afd. o. udt. vedr. overt. obl. m.v;Prioritetsgæld og anden langfr. gæld, afgang;16.9;18.9;18.9;103.6;222.2;0.7
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Refinansieringsordningen for landbruget;Opskrivn. af indeksreg. overtagen gæld, SAM;Prioritetsgæld og anden langfr. gæld, tilgang;-2.4;-6.0;-6.0;-4.7;-2.3;-0.1
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Yngre jordbruger-ordningen;Afd.ord. f. tilb.betal. af ydel.tilsk. SAM;Statslige udlån, tilgang;0.0;0.1;0.1;0.1;0.1;0.1
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Yngre jordbruger-ordningen;Tilb.bet. af ydelsestilskud, SAM;Øvrige overførselsindtægter;0.0;-0.1;-0.1;-0.1;-0.1;-0.1
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Yngre jordbruger-ordningen;Indl. af statsg. vedr. lån t. yng. jordbruger;Kontrolafgifter og gebyrer;-14.9;-12.9;-12.4;-11.3;-10.3;-9.4
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Yngre jordbruger-ordningen;Indl. af statsg. vedr. lån t. yng. jordbruger;Ekstraordinære indtægter;-2.4;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Driftsstøtte i jordbruget;Yngre jordbruger-ordningen;Indl. af statsg. vedr. lån t. yng. jordbruger;Tilskud til erhverv;45.7;50.0;40.0;35.0;30.0;25.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til ophørsordninger i jordbruget;Ophørsstøtte til jordbrugere;Overførselsindtægter fra EU;-0.0;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til ophørsordninger i jordbruget;Ophørsstøtte til jordbrugere;Tilskud til personer;0.1;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Tilskud til fremme af økologi;Økologifremme;Interne statslige overførselsudgifter;0.0;0.0;25.9;25.9;25.9;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Tilskud til fremme af økologi;Økologifremme;Tilskud til erhverv;0.0;30.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til jordbrugets strukturudvikling mv.;Investeringer i jordbrugsbedrifter;Overførselsindtægter fra EU;0.0;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til jordbrugets strukturudvikling mv.;Investeringer i jordbrugsbedrifter;Tilskud til erhverv;-0.0;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Miljøstøtte (artikel 68);Flerårige energiafgrøder;Overførselsindtægter fra EU;-13.3;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Miljøstøtte (artikel 68);Flerårige energiafgrøder;Tilskud til erhverv;13.3;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Miljøstøtte (artikel 68);Ekstensivt landbrug og permanente græsarealer;Overførselsindtægter fra EU;-217.1;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Miljøstøtte (artikel 68);Ekstensivt landbrug og permanente græsarealer;Tilskud til erhverv;217.1;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Reserver til EU-medfinansierede ordninger;Reserver og budgetregulering;0.0;15.0;10.0;10.0;10.0;10.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Teknisk korrektion;Reserver og budgetregulering;0.0;0.0;0.0;0.0;0.0;-150.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Fleksmidler til LDP;Overførselsindtægter fra EU;0.0;0.0;0.0;0.0;0.0;-468.5
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Fleksmidler til LDP;Tilskud til erhverv;0.0;0.0;0.0;0.0;0.0;468.5
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Budgetregulering;Forbrug af videreførsel;0.0;0.0;-20.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Budgetregulering;Tilskud til erhverv;0.0;-17.9;2.0;2.9;5.0;3.7
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Budgetregulering;Tilskud til anden virks. og invest.tilskud;0.0;0.0;20.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Arbejdspladser og levevilkår;Overførselsindtægter fra EU;-71.7;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Arbejdspladser og levevilkår;Interne statslige overførselsindtægter;-52.4;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Arbejdspladser og levevilkår;Interne statslige overførselsudgifter;61.7;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Arbejdspladser og levevilkår;Tilskud til erhverv;71.7;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Aktiviteter for børn og unge;Skatter og afgifter;-0.1;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Aktiviteter for børn og unge;Overførselsindtægter fra EU;0.5;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Aktiviteter for børn og unge;Tilskud til erhverv;-1.0;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Omlægningstilskud;Skatter og afgifter;-0.1;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Omlægningstilskud;Overførselsindtægter fra EU;-7.2;-15.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Omlægningstilskud;Interne statslige overførselsudgifter;0.4;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Omlægningstilskud;Tilskud til erhverv;9.0;20.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Økologisk arealtilskud;Overførselsindtægter fra EU;0.0;-127.5;-57.7;-53.0;-26.3;-591.5
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Økologisk arealtilskud;Tilskud til erhverv;0.0;170.0;77.0;70.7;35.1;788.7
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Økologisk udvikling;Overførselsindtægter fra EU;0.0;0.0;-8.0;-8.0;-4.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Økologisk udvikling;Tilskud til erhverv;0.0;0.0;10.0;10.0;5.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Fortidsminder og frivillige fredninger;Skatter og afgifter;-0.1;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Fortidsminder og frivillige fredninger;Overførselsindtægter fra EU;0.6;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Fortidsminder og frivillige fredninger;Interne statslige overførselsindtægter;0.9;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Fortidsminder og frivillige fredninger;Interne statslige overførselsudgifter;-0.5;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Fortidsminder og frivillige fredninger;Tilskud til erhverv;-0.9;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Fysiske anlæg;Overførselsindtægter fra EU;0.0;0.0;-20.5;-16.2;-16.9;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Fysiske anlæg;Interne statslige overførselsindtægter;0.0;0.0;-27.0;-27.0;-27.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Fysiske anlæg;Interne statslige overførselsudgifter;0.0;0.0;20.5;16.2;16.9;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Fysiske anlæg;Tilskud til erhverv;0.0;0.0;27.0;27.0;27.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Plantegenetiske ressourcer;Skatter og afgifter;-0.1;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Plantegenetiske ressourcer;Overførselsindtægter fra EU;0.6;0.0;0.0;0.0;0.0;-2.2
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Plantegenetiske ressourcer;Tilskud til erhverv;-1.1;0.0;0.0;0.0;0.0;4.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Vådområder, kommunal model, fosfor;Skatter og afgifter;-0.0;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Vådområder, kommunal model, fosfor;Overførselsindtægter fra EU;-9.2;-10.1;-11.3;-11.0;-10.9;-10.1
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Vådområder, kommunal model, fosfor;Interne statslige overførselsindtægter;-12.3;-13.5;-14.0;-14.0;-14.0;-13.5
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Vådområder, kommunal model, fosfor;Interne statslige overførselsudgifter;9.3;10.1;11.3;11.0;10.9;10.1
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Vådområder, kommunal model, fosfor;Tilskud til erhverv;12.3;13.5;14.0;14.0;14.0;13.5
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Obligatoriske randzoner, vandrammedirektiv;Overførselsindtægter fra EU;0.0;0.0;0.0;0.0;0.0;-71.7
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Obligatoriske randzoner, vandrammedirektiv;Tilskud til erhverv;83.8;0.0;0.0;0.0;0.0;95.6
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Miljø- og naturprojekter;Skatter og afgifter;-0.4;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Miljø- og naturprojekter;Overførselsindtægter fra EU;-0.8;-24.1;-11.3;-3.8;-3.8;-15.2
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Miljø- og naturprojekter;Interne statslige overførselsudgifter;0.5;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Miljø- og naturprojekter;Tilskud til erhverv;-1.3;35.0;15.0;5.0;5.0;28.1
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Særlig indsats natur og miljø;Skatter og afgifter;-0.1;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Særlig indsats natur og miljø;Overførselsindtægter fra EU;6.0;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Særlig indsats natur og miljø;Tilskud til erhverv;-10.9;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Vådområder;Skatter og afgifter;-0.0;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Vådområder;Overførselsindtægter fra EU;2.5;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Vådområder;Tilskud til erhverv;-3.4;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Vådområder, kommunal model, kvælstof;Skatter og afgifter;-0.0;0.0;0.0;0.0;0.0;0.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Vådområder, kommunal model, kvælstof;Overførselsindtægter fra EU;-30.8;-14.0;-63.6;-89.4;-151.2;-14.0
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Vådområder, kommunal model, kvælstof;Interne statslige overførselsindtægter;-41.2;-18.7;-74.9;-111.0;-198.0;-18.7
Miljø- og Fødevareministeriet;Generelle jordbrugs- og fiskeriforhold mv.;Struktur- og effektivitetsforbedringer;Støtte til udvikling af landdistrikterne;Vådområder, kommunal model, kvælstof;Interne statslige overførselsudgifter;30.8;14.0;63.6;89.4;151.2;14.0
