ID	Paragraf	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2003	B 2004	F 2005	BO 1 2006	BO 2 2007	BO 3 2008
4121031098	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Mellemregning med fonde	Mellemregning med fonde	Regnskabstekniske konti	161.4	0.0	0.0	0.0	0.0	0.0
4121017071	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Genudlån til Statens Forsknings- og Udd.bygn.	Interne statslige overførselsudgifter	470.9	525.8	603.4	0.0	0.0	0.0
4121017076	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Genudlån til Statens Forsknings- og Udd.bygn.	Interne statslige overførselsindtægter	-278.9	-160.6	-328.2	0.0	0.0	0.0
4121016071	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Genudlån til Slots- og Ejendomsstyrelsen	Interne statslige overførselsudgifter	145.3	124.1	62.4	0.0	0.0	0.0
4121016076	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Genudlån til Slots- og Ejendomsstyrelsen	Interne statslige overførselsindtægter	0.0	-162.1	-169.1	0.0	0.0	0.0
4121014097	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Hensæt vedr. afgivne statsforskrivninger	Ændring af kortfristet gæld (kreditorer)	1295.5	531.4	-7.4	0.0	0.0	0.0
4121013097	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Hensæt. vedr afgivne tilsagn	Ændring af kortfristet gæld (kreditorer)	-47.2	2686.7	1025.3	0.0	0.0	0.0
4121012597	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Passiver vedr. Eksport Kredit Fonden	Ændring af kortfristet gæld (kreditorer)	7.1	0.0	0.0	0.0	0.0	0.0
4121012097	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Passiver (+ = forøgelse)	Ændring af kortfristet gæld (kreditorer)	-6727.2	0.0	0.0	0.0	0.0	0.0
4121012098	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Passiver (+ = forøgelse)	Regnskabstekniske konti	0.4	0.0	0.0	0.0	0.0	0.0
4121011596	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Aktiver vedrørende interventionslagre EU	Ændring af øvrige kortfristede tilgodehav.	43.3	43.7	15.2	0.0	0.0	0.0
4121011295	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Aktiver vedr. Danmarks Erhvervsfond	Ændring af kortfristet tilgodeh. (debitorer)	118.4	0.0	0.0	0.0	0.0	0.0
4121011091	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Aktiver (+ = formindskelse)	Ændring af kontantkasser	66.8	0.0	0.0	0.0	0.0	0.0
4121011092	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Aktiver (+ = formindskelse)	Ændring af indenlandske girokonti	-2509.1	0.0	0.0	0.0	0.0	0.0
4121011094	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Aktiver (+ = formindskelse)	Ændring af private pengeinstitutkonti m.v.	-3844.0	0.0	0.0	0.0	0.0	0.0
4121011095	Beholdningsbevægelser m.v.	Beholdningsbevægelser	Statens beholdningsbevægelser	Statens almindelige beholdningsbevægelser	Aktiver (+ = formindskelse)	Ændring af kortfristet tilgodeh. (debitorer)	14865.1	115.0	85.0	0.0	0.0	0.0
4112015095	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Periodiserede renter	Periodiserede renter	Den Sociale Pensionsfond	Ændring af kortfristet tilgodeh. (debitorer)	-247.8	2721.1	2203.6	0.0	0.0	0.0
4112015097	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Periodiserede renter	Periodiserede renter	Den Sociale Pensionsfond	Ændring af kortfristet gæld (kreditorer)	0.0	-2725.3	-2274.2	0.0	0.0	0.0
4112014095	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Periodiserede renter	Periodiserede renter	Udenlandske genudlån	Ændring af kortfristet tilgodeh. (debitorer)	0.0	0.0	21.3	0.0	0.0	0.0
4112014097	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Periodiserede renter	Periodiserede renter	Udenlandske genudlån	Ændring af kortfristet gæld (kreditorer)	0.0	0.0	-0.9	0.0	0.0	0.0
4112013095	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Periodiserede renter	Periodiserede renter	Indenlandske genudlån	Ændring af kortfristet tilgodeh. (debitorer)	0.0	0.0	230.4	0.0	0.0	0.0
4112013097	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Periodiserede renter	Periodiserede renter	Indenlandske genudlån	Ændring af kortfristet gæld (kreditorer)	0.0	0.0	-240.4	0.0	0.0	0.0
4112012095	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Periodiserede renter	Periodiserede renter	Udenlandsk statsgæld	Ændring af kortfristet tilgodeh. (debitorer)	0.0	35.0	-8.5	0.0	0.0	0.0
4112012097	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Periodiserede renter	Periodiserede renter	Udenlandsk statsgæld	Ændring af kortfristet gæld (kreditorer)	487.9	-88.1	-175.7	0.0	0.0	0.0
4112011095	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Periodiserede renter	Periodiserede renter	Indenlandsk statsgæld	Ændring af kortfristet tilgodeh. (debitorer)	0.0	6905.5	6301.3	0.0	0.0	0.0
4112011097	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Periodiserede renter	Periodiserede renter	Indenlandsk statsgæld	Ændring af kortfristet gæld (kreditorer)	2071.0	-6972.0	-5478.0	0.0	0.0	0.0
4111013087	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Nedskrivning af emissionskurstab	Fordelte emissionskurstab	Indenlandske genudlån	Nedbringelse af andre finansielle aktiver	0.0	0.0	-209.6	0.0	0.0	0.0
4111012087	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Nedskrivning af emissionskurstab	Fordelte emissionskurstab	Udenlandsk statsgæld	Nedbringelse af andre finansielle aktiver	-4.1	-23.7	-45.1	0.0	0.0	0.0
4111011087	Beholdningsbevægelser m.v.	Nedskrivning af emissionskurstab	Nedskrivning af emissionskurstab	Fordelte emissionskurstab	Indenlandsk statsgæld	Nedbringelse af andre finansielle aktiver	-1592.3	-843.4	-889.5	0.0	0.0	0.0
4041011094	Genudlån m.v.	Forsøg med omkostningsbaserede bevillinger	Forsøg med omkostningsbaserede bevillinger	Finansiering af invest. i forsøgsinstitution	Forsøgsinstitutionernes nettoinvesteringer	Ændring af private pengeinstitutkonti m.v.	0.0	0.0	59.7	0.0	0.0	0.0
4031012084	Genudlån m.v.	Inkonverterbare realkreditlån	Inkonverterbare realkreditlån	Adm. af inkonverterbare realkreditlån	Overtagen gæld	Nedbringelse af finansiel gæld	240.9	200.0	225.0	0.0	0.0	0.0
4031012088	Genudlån m.v.	Inkonverterbare realkreditlån	Inkonverterbare realkreditlån	Adm. af inkonverterbare realkreditlån	Overtagen gæld	Forøgelse af finansiel gæld	-329.8	-250.0	-250.0	0.0	0.0	0.0
4031011082	Genudlån m.v.	Inkonverterbare realkreditlån	Inkonverterbare realkreditlån	Adm. af inkonverterbare realkreditlån	Opkøb af obligationer	Erhvervelse af værdipapirer	316.4	320.0	290.0	0.0	0.0	0.0
4031011086	Genudlån m.v.	Inkonverterbare realkreditlån	Inkonverterbare realkreditlån	Adm. af inkonverterbare realkreditlån	Opkøb af obligationer	Afhændelse og indfrielse af værdipapirer	-273.9	-275.0	-265.0	0.0	0.0	0.0
4022012885	Genudlån m.v.	Genudlån af statslån	Genudlån til fremrykkede anlægsprojekter	Genudlån til fremrykkede anlægsprojekter	Trafikministeriet (28.11.74)	Nedbringelse af udlån m.v.	-235.6	-122.4	0.0	0.0	0.0	0.0
4022012685	Genudlån m.v.	Genudlån af statslån	Genudlån til fremrykkede anlægsprojekter	Genudlån til fremrykkede anlægsprojekter	Økonomi- og Erhvervsministeriet (08.71.62)	Nedbringelse af udlån m.v.	-0.1	-0.1	0.0	0.0	0.0	0.0
4022012485	Genudlån m.v.	Genudlån af statslån	Genudlån til fremrykkede anlægsprojekter	Genudlån til fremrykkede anlægsprojekter	Ministeriet for Fødevarer,Landbrug og Fiskeri	Nedbringelse af udlån m.v.	-0.8	-0.4	0.0	0.0	0.0	0.0
4022012385	Genudlån m.v.	Genudlån af statslån	Genudlån til fremrykkede anlægsprojekter	Genudlån til fremrykkede anlægsprojekter	Miljøministeriet (23.11.78)	Nedbringelse af udlån m.v.	-6.9	-3.6	0.0	0.0	0.0	0.0
4022012185	Genudlån m.v.	Genudlån af statslån	Genudlån til fremrykkede anlægsprojekter	Genudlån til fremrykkede anlægsprojekter	Kulturministeriet (21.11.72)	Nedbringelse af udlån m.v.	-11.4	-5.9	0.0	0.0	0.0	0.0
4022012085	Genudlån m.v.	Genudlån af statslån	Genudlån til fremrykkede anlægsprojekter	Genudlån til fremrykkede anlægsprojekter	Undervisningsministeriet (20.86.11)	Nedbringelse af udlån m.v.	-10.1	-5.3	0.0	0.0	0.0	0.0
4022011785	Genudlån m.v.	Genudlån af statslån	Genudlån til fremrykkede anlægsprojekter	Genudlån til fremrykkede anlægsprojekter	Undervisningsministeriet (20.72.69)	Nedbringelse af udlån m.v.	-12.7	-6.0	0.0	0.0	0.0	0.0
4022011185	Genudlån m.v.	Genudlån af statslån	Genudlån til fremrykkede anlægsprojekter	Genudlån til fremrykkede anlægsprojekter	Justitsministeriet (11.11.02)	Nedbringelse af udlån m.v.	-12.0	-6.3	0.0	0.0	0.0	0.0
4021611081	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Udenl. genudl. til Danmarks Skibskreditfond	Genudlån Skibskreditfonden	Udlån m.v.	0.0	0.0	2337.6	0.0	0.0	0.0
4021611085	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Udenl. genudl. til Danmarks Skibskreditfond	Genudlån Skibskreditfonden	Nedbringelse af udlån m.v.	0.0	0.0	-86.5	0.0	0.0	0.0
4021551976	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til statslige ejendomsvirksomheder	Genudlån til SFU	Interne statslige overførselsindtægter	0.0	-104.4	0.0	0.0	0.0	0.0
4021551981	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til statslige ejendomsvirksomheder	Genudlån til SFU	Udlån m.v.	278.9	525.8	328.2	0.0	0.0	0.0
4021551985	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til statslige ejendomsvirksomheder	Genudlån til SFU	Nedbringelse af udlån m.v.	-371.9	-302.0	-402.8	0.0	0.0	0.0
4021551476	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til statslige ejendomsvirksomheder	Genudlån til Slots- og Ejendomsstyrelsen	Interne statslige overførselsindtægter	0.0	-11.9	0.0	0.0	0.0	0.0
4021551481	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til statslige ejendomsvirksomheder	Genudlån til Slots- og Ejendomsstyrelsen	Udlån m.v.	198.9	162.1	169.1	0.0	0.0	0.0
4021551485	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til statslige ejendomsvirksomheder	Genudlån til Slots- og Ejendomsstyrelsen	Nedbringelse af udlån m.v.	-183.4	-7.1	-25.9	0.0	0.0	0.0
4021531081	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til Øresundsforbindelsen A/S	Genudlån til Øresundsforbindelsen A/S	Udlån m.v.	500.0	500.0	0.0	0.0	0.0	0.0
4021531083	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til Øresundsforbindelsen A/S	Genudlån til Øresundsforbindelsen A/S	Tilgang af andre finansielle aktiver	61.3	0.0	0.0	0.0	0.0	0.0
4021531087	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til Øresundsforbindelsen A/S	Genudlån til Øresundsforbindelsen A/S	Nedbringelse af andre finansielle aktiver	-35.1	0.0	0.0	0.0	0.0	0.0
4021521081	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til A/S Storebælt	Genudlån til A/S Storebælt	Udlån m.v.	0.0	1500.0	0.0	0.0	0.0	0.0
4021521087	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til A/S Storebælt	Genudlån til A/S Storebælt	Nedbringelse af andre finansielle aktiver	-8.3	0.0	0.0	0.0	0.0	0.0
4021511081	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til Ørestadsselskabet	Genudlån til Ørestadsselskabet	Udlån m.v.	1700.0	2400.0	2000.0	0.0	0.0	0.0
4021511083	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til Ørestadsselskabet	Genudlån til Ørestadsselskabet	Tilgang af andre finansielle aktiver	127.9	0.0	0.0	0.0	0.0	0.0
4021511085	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til Ørestadsselskabet	Genudlån til Ørestadsselskabet	Nedbringelse af udlån m.v.	0.0	-250.0	-1079.7	0.0	0.0	0.0
4021511087	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til Ørestadsselskabet	Genudlån til Ørestadsselskabet	Nedbringelse af andre finansielle aktiver	-90.4	0.0	0.0	0.0	0.0	0.0
4021271085	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til MVTU	Genudlån	Nedbringelse af udlån m.v.	-13.7	-13.7	0.0	0.0	0.0	0.0
4021251081	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til Socialministeriet	Genudlån	Udlån m.v.	66.6	43.4	40.9	0.0	0.0	0.0
4021241081	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Mellemregning med Min FLF	Mellemregning m. FødevareErhverv refinan.ordn	Udlån m.v.	15.7	15.8	16.0	0.0	0.0	0.0
4021241085	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Mellemregning med Min FLF	Mellemregning m. FødevareErhverv refinan.ordn	Nedbringelse af udlån m.v.	-279.8	-194.5	-157.7	0.0	0.0	0.0
4021211081	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån af indfriede statsg. studielån	Studielån	Udlån m.v.	24.4	30.0	20.0	0.0	0.0	0.0
4021211085	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån af indfriede statsg. studielån	Studielån	Nedbringelse af udlån m.v.	-115.3	-120.0	-108.0	0.0	0.0	0.0
4021201081	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til SU-Styrelsen	Genudlån	Udlån m.v.	2237.3	2362.0	2434.0	0.0	0.0	0.0
4021201085	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til SU-Styrelsen	Genudlån	Nedbringelse af udlån m.v.	-1087.4	-1127.0	-1327.0	0.0	0.0	0.0
4021071085	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til Færøernes Landsstyre	Genudlån til Færøernes Landsstyre, ØS	Nedbringelse af udlån m.v.	-1847.9	-155.3	-1574.6	0.0	0.0	0.0
4021041085	Genudlån m.v.	Genudlån af statslån	Genudlån af statslån	Genudlån til TV-2	Genudlån	Nedbringelse af udlån m.v.	-90.0	0.0	-43.7	0.0	0.0	0.0
4012031082	Genudlån m.v.	Køb m.v. af obligationer	Finansministeriet	Økonomistyrelsen	Køb af obligationer	Erhvervelse af værdipapirer	0.0	0.1	0.1	0.0	0.0	0.0
4012031086	Genudlån m.v.	Køb m.v. af obligationer	Finansministeriet	Økonomistyrelsen	Køb af obligationer	Afhændelse og indfrielse af værdipapirer	0.3	-0.1	-0.1	0.0	0.0	0.0
3881051076	Skatter og afgifter	Overførsel til andre paragraffer	Overførsel til andre paragraffer	Overført til ISM	Overført til ISM	Interne statslige overførselsindtægter	0.0	0.0	25.0	0.0	0.0	0.0
3881044076	Skatter og afgifter	Overførsel til andre paragraffer	Overførsel til andre paragraffer	Overf. til FVM og MIM vedr. pesticidafg.ordn.	Reservekonto	Interne statslige overførselsindtægter	0.0	0.0	8.0	0.0	0.0	0.0
3881043076	Skatter og afgifter	Overførsel til andre paragraffer	Overførsel til andre paragraffer	Overf. til FVM og MIM vedr. pesticidafg.ordn.	Overførsel til Fødevaremin. og Miljømin.	Interne statslige overførselsindtægter	0.0	50.0	51.1	0.0	0.0	0.0
3881042076	Skatter og afgifter	Overførsel til andre paragraffer	Overførsel til andre paragraffer	Overf. til FVM og MIM vedr. pesticidafg.ordn.	Overførsel til Fødevareministeriet	Interne statslige overførselsindtægter	56.6	13.0	13.3	0.0	0.0	0.0
3881041076	Skatter og afgifter	Overførsel til andre paragraffer	Overførsel til andre paragraffer	Overf. til FVM og MIM vedr. pesticidafg.ordn.	Overførsel til Fødevareministeriet	Interne statslige overførselsindtægter	290.9	307.0	352.7	0.0	0.0	0.0
3881034076	Skatter og afgifter	Overførsel til andre paragraffer	Overførsel til andre paragraffer	Overførsel til Arbejdsmarkedsfonden	Tilbageførsel af grønne afgifter til # 34	Interne statslige overførselsindtægter	3894.0	3980.0	4132.0	4161.0	4161.0	4161.0
3861013167	Skatter og afgifter	Renteindtægter m.v.	Renteindtægter m.v.	Renteindtægter m.v.	Forrentning ved forh. af selskabsansættelser	Renteindtægter og udbytter	-300.5	-250.0	-325.0	0.0	0.0	0.0
3861013057	Skatter og afgifter	Renteindtægter m.v.	Renteindtægter m.v.	Renteindtægter m.v.	Rentegodtgørelse til selskaber m.v.	Renteudgifter m.v.	677.8	250.0	300.0	0.0	0.0	0.0
3861012167	Skatter og afgifter	Renteindtægter m.v.	Renteindtægter m.v.	Renteindtægter m.v.	Forrentning ved forh. af skatteansættelser	Renteindtægter og udbytter	-87.2	-140.0	-225.0	0.0	0.0	0.0
3861012057	Skatter og afgifter	Renteindtægter m.v.	Renteindtægter m.v.	Renteindtægter m.v.	Rentegodtgørelse til personer m.v.	Renteudgifter m.v.	196.7	260.0	225.0	0.0	0.0	0.0
3861011157	Skatter og afgifter	Renteindtægter m.v.	Renteindtægter m.v.	Renteindtægter m.v.	Afskrivninger, restancer	Renteudgifter m.v.	756.1	800.0	750.0	0.0	0.0	0.0
3861011057	Skatter og afgifter	Renteindtægter m.v.	Renteindtægter m.v.	Renteindtægter m.v.	Renteindtægt vedr. restancer	Renteudgifter m.v.	0.2	0.0	0.0	0.0	0.0	0.0
3861011067	Skatter og afgifter	Renteindtægter m.v.	Renteindtægter m.v.	Renteindtægter m.v.	Renteindtægt vedr. restancer	Renteindtægter og udbytter	-1418.0	-1400.0	-1325.0	0.0	0.0	0.0
3851112051	Skatter og afgifter	EF-ordninger	EF-ordninger	Bidrag til EF	Bidrag til EF for BNI	Tilskud til udland m.v.	7328.2	10500.0	9646.0	0.0	0.0	0.0
3851111051	Skatter og afgifter	EF-ordninger	EF-ordninger	Bidrag til EF	Bidrag til EF af moms	Tilskud til udland m.v.	4258.4	3000.0	2991.0	0.0	0.0	0.0
3851052051	Skatter og afgifter	EF-ordninger	EF-ordninger	Afregning vedr. told- og landbrugsafgifter	Refusion af opkrævningsomkostninger	Tilskud til udland m.v.	-544.1	-531.0	-691.3	0.0	0.0	0.0
3851051051	Skatter og afgifter	EF-ordninger	EF-ordninger	Afregning vedr. told- og landbrugsafgifter	Afregning til EF af told- og landbrugsafg.	Tilskud til udland m.v.	2176.2	2125.0	2764.0	0.0	0.0	0.0
3851031061	Skatter og afgifter	EF-ordninger	EF-ordninger	Afgifter, EFs landbrugsordninger m.v.	Afgifter i medfør af EFs landbrugsordninger	Skatter og afgifter	-128.0	-175.0	-484.0	0.0	0.0	0.0
3851011161	Skatter og afgifter	EF-ordninger	EF-ordninger	Told	Afskrivning, Told	Skatter og afgifter	1.4	5.0	5.0	0.0	0.0	0.0
3851011061	Skatter og afgifter	EF-ordninger	EF-ordninger	Told	Told	Skatter og afgifter	-2031.5	-1950.0	-2285.0	0.0	0.0	0.0
