Paragraf	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2001	B 2002	F 2003	BO 1 2004	BO 2 2005	BO 3 2006
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Det Kgl. Teater, pensionsordning	Tilskud til anden virksomhed	52.3	50.6	53.0	50.8	49.9	48.5
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Det Kgl. Teater, pensionsordning	Løbende overførselsindtægter	-7.1	-6.6	-7.3	-7.0	-6.8	-6.7
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Det danske Hedeselskab	Tilskud til personer	13.9	12.6	12.0	10.9	9.6	8.5
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pens. til tjm.lign ansatte ved tilskudsberett	Tilskud til personer	1.1	1.5	1.6	1.6	1.4	1.3
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pensionsordning vedr. kødkontrollen	Tilskud til personer	14.9	13.2	13.9	13.4	12.2	11.5
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pensionsordning vedr. kødkontrollen	Løbende overførselsindtægter	-1.3	-1.4	-1.3	-1.3	-1.3	-1.3
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Kolonien Filadelfias pensionsordning	Tilskud til personer	15.7	14.5	14.3	13.4	12.9	12.5
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Kolonien Filadelfias pensionsordning	Øvrige overførselsindtægter	-0.9	-0.9	-0.9	-0.9	-0.9	-0.9
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Apotekervæsenets Pensionsordning	Tilskud til personer	126.6	132.6	129.8	128.3	128.0	131.3
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Apotekervæsenets Pensionsordning	Øvrige overførselsindtægter	-139.0	-128.0	-135.0	-135.0	-135.0	-135.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pens.ordn. for SHAVA	Tilskud til personer	7.7	11.1	10.7	9.7	9.0	7.8
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pens.ordn. for SHAVA	Løbende overførselsindtægter	-0.2	-0.1	-0.1	-0.1	-0.1	-0.1
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Pensionsordningen af 1976	Tilskud til personer	356.5	392.5	415.1	439.3	464.7	495.1
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Øvrige statslige pensionsordninger	Hypotekbanken	Tilskud til personer	6.5	6.0	5.4	5.1	3.6	3.3
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Pens.forpligtelser i Grønland og på Færøerne	Færøernes skolevæsen	Tilskud til anden virksomhed	13.5	14.0	13.0	13.0	13.0	13.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Pens.forpligtelser i Grønland og på Færøerne	Tjenestemænd ansat under Grønlands Hjemmestyr	Tilskud til personer	77.3	68.0	85.0	85.0	85.0	85.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Pens.forpligtelser i Grønland og på Færøerne	Tjenestemænd ansat under Grønlands Hjemmestyr	Løbende overførselsindtægter	-23.7	-30.0	-22.0	-22.0	-22.0	-22.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen af 1950	Tilskud til anden virksomhed	10.6	10.6	9.5	9.4	9.3	8.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen af 1950	Øvrige overførselsindtægter	-1.1	-1.0	-1.0	-1.0	-1.0	-1.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionsfonden af 1951	Tilskud til anden virksomhed	40.9	41.7	47.8	47.8	47.8	47.8
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionsfonden af 1951	Øvrige overførselsindtægter	-2.5	-0.5	-0.5	-0.5	-0.5	-0.5
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen for højskoler, landbrugsskoler	Tilskud til anden virksomhed	75.6	75.9	86.7	92.2	96.8	101.1
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen for højskoler, landbrugsskoler	Løbende overførselsindtægter	-30.8	-32.2	-32.6	-31.2	-29.5	-27.7
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Efterlønskassen for lærere i fri-/efterskolen	Tilskud til anden virksomhed	169.6	203.4	212.8	227.2	246.5	270.6
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Efterlønskassen for lærere i fri-/efterskolen	Løbende overførselsindtægter	-194.3	-181.0	-186.8	-180.6	-174.0	-167.4
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Efterlønskassen for lærere i fri-/efterskolen	Øvrige overførselsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen af 1925	Tilskud til anden virksomhed	302.6	335.1	349.4	360.9	374.6	392.2
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen af 1925	Løbende overførselsindtægter	-137.8	-142.4	-142.8	-142.8	-142.8	-142.8
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Statsgaranterede pensionskasser	Pensionskassen af 1925	Øvrige overførselsindtægter	-2.3	-2.2	-2.5	-2.5	-2.5	-2.5
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Civilarbejderloven	Civilarbejderloven	Tilskud til personer	708.8	696.0	709.4	695.7	683.2	673.9
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Statslige pensionsordninger m.v.	Civilarbejderloven	Civilarbejderloven	Løbende overførselsindtægter	-205.1	-210.0	-185.0	-185.0	-185.0	-185.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Folkeskolen	Københavns kommunale skolevæsen	Københavns kommunale skolevæsen	Overførsler til kommuner	226.4	250.0	270.0	270.0	270.0	270.0
Pensionsvæsenet	Forskellige statslige pensionsforpligtelser	Folkeskolen	Pens.udgifter i folkeskolen og gymnasieskolen	Pensioner til tjenestemænd i folkeskolen og G	Overførsler til kommuner	2909.5	3032.8	3261.7	3511.5	3770.3	4034.4
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Det danske Klasselotteri A/S	Løbende overførselsindtægter	-0.2	-0.2	-0.2	-0.2	-0.2	-0.2
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Odense Lufthavn	Tilskud til personer	0.1	1.0	0.4	0.5	0.5	0.6
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Odense Lufthavn	Løbende overførselsindtægter	-1.1	-0.3	-0.3	-0.3	-0.3	-0.3
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Aalborg Lufthavn	Tilskud til personer	0.0	0.5	0.3	0.3	0.3	0.5
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Aalborg Lufthavn	Løbende overførselsindtægter	-0.7	-0.6	-0.7	-0.7	-0.7	-0.7
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Københavns Lufthavne A/S	Tilskud til personer	4.9	5.8	5.9	6.3	6.6	6.8
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Københavns Lufthavne A/S	Løbende overførselsindtægter	-5.0	-4.9	-4.6	-4.5	-4.4	-4.3
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Overdragne statshavne	Tilskud til personer	0.0	0.0	0.5	1.3	1.6	1.7
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Overdragne statshavne	Løbende overførselsindtægter	-0.8	-1.0	-1.7	-1.5	-1.3	-1.2
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	W. S. Atkins Internatonal Ltd.	Tilskud til personer	0.5	0.0	1.0	1.0	1.0	1.0
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	W. S. Atkins Internatonal Ltd.	Løbende overførselsindtægter	-1.4	-2.8	-2.5	-2.5	-2.5	-2.5
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Koncessionerede selskaber	Tilskud til personer	20.8	20.0	20.0	20.0	20.0	20.0
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Combus A/S	Tilskud til personer	20.1	21.8	23.1	23.5	24.1	26.2
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Øvrige selskabsansatte	Combus A/S	Løbende overførselsindtægter	-0.2	-0.1	-0.1	-0.1	-0.1	-0.1
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	TDC A/S	Tidligere tjenestemandsansatte ved TDC A/S	Tilskud til personer	51.3	49.4	70.5	74.1	78.0	84.6
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	BG Bank A/S	BG Bank A/S	Tilskud til personer	27.7	25.4	32.0	32.4	33.2	34.2
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	BG Bank A/S	BG Bank A/S	Løbende overførselsindtægter	-38.3	-38.1	-37.7	-36.3	-32.0	-29.9
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	BG Bank A/S	BG Bank A/S	Øvrige overførselsindtægter	-13.4	-15.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Scandlines A/S	Scandlines A/S	Tilskud til personer	144.7	202.7	128.9	129.8	129.9	130.5
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Scandlines A/S	Scandlines A/S	Løbende overførselsindtægter	-47.9	-24.1	-17.4	-15.0	-14.4	-13.1
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	DSB	DSB S-tog A/S	Tilskud til personer	5.4	11.5	12.8	15.0	17.8	20.3
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	DSB	DSB S-tog A/S	Løbende overførselsindtægter	-41.4	-40.3	-39.4	-37.4	-35.3	-33.3
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	DSB	DSB selvstændig offentlig virksomhed	Tilskud til personer	53.2	81.6	114.9	140.0	162.8	185.5
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	DSB	DSB selvstændig offentlig virksomhed	Løbende overførselsindtægter	-235.9	-225.7	-226.4	-213.6	-201.7	-195.7
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	DSB	Statsbanerne	Tilskud til personer	1336.1	1293.4	1254.9	1193.1	1128.9	1068.7
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Post Danmark A/S	Post Danmark A/S	Tilskud til personer	1192.8	1266.7	1298.7	1322.6	1353.3	1387.8
Pensionsvæsenet	Ansatte med tjenestemandspensionsret i A/S mm	Pensionsudgifter og -bidrag	Post Danmark A/S	Post Danmark A/S	Løbende overførselsindtægter	-502.9	-473.3	-294.2	-277.8	-260.4	-243.7
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Forskellige pensionsindbetalinger	Frivillig frætræden og seniorordning	Pensionsbidrag vedr. seniorordninger	Løbende overførselsindtægter	-4.3	-4.0	-4.5	-4.5	-4.5	-4.5
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Forskellige pensionsindbetalinger	Frivillig frætræden og seniorordning	Bidrag ved frivillig fratræden	Øvrige overførselsindtægter	-38.1	-39.0	-38.1	-38.1	-38.1	-38.1
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Forskellige pensionsindbetalinger	Frivillig frætræden og seniorordning	Bidrag ved frivillig fratræden	Interne statslige overførselsindtægter	-32.6	-32.0	-32.0	-32.0	-32.0	-32.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Forskellige pensionsindbetalinger	Bidrag i forbindelse med tjenestefrihed	Pensionsbidrag ved tjenestefrihed i øvrigt	Løbende overførselsindtægter	-16.8	-13.0	-17.0	-17.0	-17.0	-17.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Forskellige pensionsindbetalinger	Bidrag i forbindelse med tjenestefrihed	Pensionsbidrag ved tjenestefrihed til org.arb	Løbende overførselsindtægter	-14.1	-16.0	-14.0	-14.0	-14.0	-14.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Omstillingsreserve	Reserver	Interne statslige overførselsudgifter	0.0	0.0	14.6	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	Diverse indbetalinger	Øvrige overførselsindtægter	-9.2	-9.0	-9.5	-9.5	-9.5	-9.5
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	Indbetaling af udtrædelsesgodtgørelse m.v.	Øvrige overførselsindtægter	-15.3	-12.0	-15.0	-15.0	-15.0	-15.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	Udbetaling af fratrædelsesgodtgørelse m.v.	Tilskud til personer	2.2	5.0	5.0	5.0	5.0	5.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	Hovedstadens Sygehusfællesskab	Tilskud til anden virksomhed	15.1	12.0	15.5	15.5	15.5	15.5
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	(Amts-)kommuner sfa opgaveomlægninger tj.m.	Tilskud til personer	136.4	160.0	160.0	160.0	160.0	160.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	(Amts-)kommuner sfa indi. overgang af tj.m.	Løbende overførselsindtægter	-8.2	-6.0	-6.0	-6.0	-6.0	-6.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Pensionsoverførsler	(Amts-)kommuner sfa indi. overgang af tj.m.	Overførsler til kommuner	20.0	16.0	19.0	19.0	19.0	19.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Efterindtægt af løn	Efterindtægt af løn ved øvrige st. styrelser	Tilskud til personer	0.4	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Efterindtægt af løn	Efterindtægt af løn ved større st. styrelser	Tilskud til personer	0.7	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Trafikministeriet	Løbende overførselsindtægter	-77.7	-76.1	-73.2	-70.1	-67.0	-63.3
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Erhvervsministeriet	Løbende overførselsindtægter	-12.4	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Ministeriet for Fødevarer, Landbrug og Fisker	Løbende overførselsindtægter	-23.8	-23.3	-23.8	-22.5	-21.9	-20.4
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Miljøministeriet	Løbende overførselsindtægter	-13.3	-23.1	-21.6	-21.1	-20.0	-18.9
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Kirkeministeriet	Løbende overførselsindtægter	-1.5	-1.3	-1.4	-1.3	-1.3	-1.2
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Kulturministeriet	Løbende overførselsindtægter	-20.5	-22.9	-20.9	-19.8	-18.5	-17.4
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Undervisningsministeriet	Løbende overførselsindtægter	-50.9	-25.3	-25.3	-23.6	-22.2	-20.1
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Ministeriet for Videnskab, Teknologi og Udvik	Løbende overførselsindtægter	-23.5	-59.1	-54.6	-50.2	-45.6	-40.8
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Ministeriet for Flygtninge, Indvandrere og In	Løbende overførselsindtægter	0.0	-15.5	-3.8	-3.7	-3.7	-3.6
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Beskæftigelsesministeriet	Løbende overførselsindtægter	-21.1	-23.2	-21.6	-20.7	-19.7	-18.8
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Indenrigs- og Sundhedsministeriet	Løbende overførselsindtægter	-9.7	-10.7	-21.5	-20.7	-19.7	-18.6
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Socialministeriet	Løbende overførselsindtægter	-7.7	-5.7	-5.8	-5.4	-5.0	-4.8
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Boligministeriet	Løbende overførselsindtægter	-14.4	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Indenrigsministeriet	Løbende overførselsindtægter	-16.0	0.0	0.0	0.0	0.0	0.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Justitsministeriet	Løbende overførselsindtægter	-57.4	-50.3	-50.5	-48.6	-46.7	-43.3
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Skatteministeriet	Løbende overførselsindtægter	-146.0	-146.8	-129.7	-123.6	-116.7	-109.9
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Økonomi- og Erhvervsministeriet	Løbende overførselsindtægter	-5.6	-24.2	-24.3	-23.1	-21.8	-20.6
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Finansministeriet	Løbende overførselsindtægter	-7.0	-5.7	-8.9	-8.5	-8.0	-7.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Udenrigsministeriet	Løbende overførselsindtægter	-15.8	-15.5	-15.7	-14.9	-13.5	-12.6
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Statsministeriet	Løbende overførselsindtægter	-1.3	-3.0	-3.0	-3.0	-3.0	-3.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Tjenstemænd i andre min. og styrelser	Tjenestemænd i andre ministerier og styrelser	Tilskud til personer	1881.1	1914.4	1901.9	1870.6	1841.2	1828.1
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Flyvesikringstjenesten	Flyvesikringstjenesten	Tilskud til personer	0.9	0.0	2.9	3.5	4.5	5.5
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Flyvesikringstjenesten	Flyvesikringstjenesten	Løbende overførselsindtægter	-38.3	-39.0	-38.6	-38.2	-37.7	-37.3
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Folkekirkens præster og provster	Folkekirkens præster og provster	Tilskud til personer	210.5	209.7	208.5	205.3	201.5	199.5
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Folkekirkens præster og provster	Folkekirkens præster og provster	Løbende overførselsindtægter	-84.2	-81.0	-83.7	-83.7	-83.7	-83.7
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Forsvaret	Forsvaret	Tilskud til personer	1013.8	1031.3	1075.5	1089.0	1091.1	1099.4
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Forsvaret	Forsvaret	Løbende overførselsindtægter	-328.4	-333.0	-354.0	-354.0	-354.0	-354.0
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Kriminalforsorgen	Kriminalforsorgen	Tilskud til personer	179.6	186.7	200.4	203.6	209.2	215.3
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Kriminalforsorgen	Kriminalforsorgen	Løbende overførselsindtægter	-118.7	-110.0	-119.7	-115.8	-111.3	-107.3
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Politivæsenet og anklagemyndigheden	Politivæsenet og anklagemyndigheden	Tilskud til personer	607.5	643.8	675.1	699.3	730.3	761.4
Pensionsvæsenet	Tjenestemænd i staten og folkekirken m.v.	Pensionsudgifter og -bidrag	Politivæsenet og anklagemyndigheden	Politivæsenet og anklagemyndigheden	Løbende overførselsindtægter	-430.5	-435.0	-440.0	-440.0	-440.0	-440.0
Generelle reserver	Reserver m.v.	Moms-refusion	Selvstændig likviditet	Nettorenteindt. for instit. omfattet S.Likvid	Reserver og budgetregulering	0.0	-20.0	-30.0	0.0	0.0	0.0
Generelle reserver	Reserver m.v.	Moms-refusion	Ikke-fradragsberettiget købsmoms	Refusion af ikke-fradragsberettiget købsmoms	Reserver og budgetregulering	5364.6	4800.0	5000.0	5000.0	5000.0	5000.0
Generelle reserver	Reserver m.v.	Reserver m.v.	Omlægning af statslige aktiver	Omlægning af statslige aktiver	Øvrige overførselsindtægter	0.0	-500.0	0.0	0.0	0.0	0.0
Generelle reserver	Reserver m.v.	Reserver m.v.	Reserve vedr. huslejereformen	Reserve vedr. Statens Forsknings- og Udd.Bygn	Reserver og budgetregulering	0.0	-1.0	0.0	0.0	0.0	0.0
Generelle reserver	Reserver m.v.	Reserver m.v.	Reserve vedr. huslejereformen	Reserve vedr. Slots- og Ejendomsstyrelsen	Reserver og budgetregulering	0.0	0.0	0.0	5.4	5.4	5.4
Generelle reserver	Reserver m.v.	Reserver m.v.	Ændret ledighedsskøn mv.	Ændret ledighedsskøn mv.	Reserver og budgetregulering	0.0	0.0	0.0	0.0	0.0	0.0
Generelle reserver	Reserver m.v.	Reserver m.v.	Reserve til færgebetjening af Bornholm mv.	Reserve til færgebetjening af Bornholm mv.	Reserver og budgetregulering	0.0	0.0	0.0	0.0	0.0	0.0
Generelle reserver	Reserver m.v.	Reserver m.v.	100 midlertidige pladser i Kriminalforsorgen	Budgetreg. vedr. midlert. pladser i Krimforso	Reserver og budgetregulering	0.0	0.0	0.0	0.0	0.0	0.0
Generelle reserver	Reserver m.v.	Reserver m.v.	Reserve til tværgående uddannelsesformål	Reserve til tværgående uddannelsesformål	Reserver og budgetregulering	0.0	0.0	0.0	0.0	0.0	0.0
Generelle reserver	Reserver m.v.	Reserver m.v.	Budgetregul. vedr. reduktion af betal.t. DSB	Budgetregulering	Reserver og budgetregulering	0.0	0.0	0.0	0.0	0.0	0.0
Generelle reserver	Reserver m.v.	Reserver m.v.	Reserve vedrørende udisponerede UMTS-midler	Reserve vedrørende udisponerede UMTS-midler	Reserver og budgetregulering	0.0	0.0	0.0	0.0	0.0	0.0
Generelle reserver	Reserver m.v.	Reserver m.v.	Reserve til decentrale kraftvarmeværker	Reserve til decentrale kraftvarmeværker	Reserver og budgetregulering	0.0	200.0	0.0	0.0	0.0	0.0
Generelle reserver	Reserver m.v.	Reserver m.v.	Budgetreg. vedr. rationaliseringsgevinster	Budgetreg. vedr. rationaliseringsgevinster	Reserver og budgetregulering	0.0	-25.0	0.0	0.0	0.0	0.0
Generelle reserver	Reserver m.v.	Reserver m.v.	Budgetregulering vedr. uforbrugte midler	Budgetregulering vedr. uforbrugte midler	Reserver og budgetregulering	0.0	-500.0	0.0	0.0	0.0	0.0
